date,temperature_2m_mean,precipitation_sum,precipitation_hours
2020-03-01,-3.9,0.0,0.0
2020-03-02,-4.8,0.0,0.0
2020-03-03,-2.7,0.1,1.0
2020-03-04,-4.3,0.0,0.0
2020-03-05,-5.5,14.5,17.0
2020-03-06,-9.0,1.6,14.0
2020-03-07,-10.9,1.0,5.0
2020-03-08,-9.1,0.0,0.0
2020-03-09,-10.0,0.0,0.0
2020-03-10,-8.6,0.0,0.0
2020-03-11,-8.3,0.3,3.0
2020-03-12,-5.3,0.0,0.0
2020-03-13,-7.0,0.0,0.0
2020-03-14,-5.1,0.0,0.0
2020-03-15,-4.7,0.0,0.0
2020-03-16,-3.3,0.0,0.0
2020-03-17,-0.1,0.0,0.0
2020-03-18,-1.0,0.0,0.0
2020-03-19,-1.4,0.2,2.0
2020-03-20,0.6,0.0,0.0
2020-03-21,-2.2,10.7,14.0
2020-03-22,-1.7,0.0,0.0
2020-03-23,0.7,3.7,11.0
2020-03-24,-0.1,29.8,18.0
2020-03-25,-1.3,11.8,22.0
2020-03-26,-3.2,2.7,8.0
2020-03-27,-0.8,7.1,12.0
2020-03-28,-3.5,2.2,11.0
2020-03-29,-3.3,0.7,4.0
2020-03-30,-0.9,1.0,7.0
2020-03-31,0.2,1.3,5.0
2020-04-01,-1.3,12.4,19.0
2020-04-02,-3.3,2.2,6.0
2020-04-03,-1.2,0.0,0.0
2020-04-04,-1.0,0.0,0.0
2020-04-05,0.7,3.1,5.0
2020-04-06,0.4,0.0,0.0
2020-04-07,0.7,0.0,0.0
2020-04-08,-1.3,2.9,10.0
2020-04-09,-8.3,2.3,6.0
2020-04-10,1.4,0.2,2.0
2020-04-11,2.5,3.2,12.0
2020-04-12,4.4,2.0,7.0
2020-04-13,2.2,15.1,17.0
2020-04-14,0.2,10.6,23.0
2020-04-15,-1.3,10.7,11.0
2020-04-16,0.2,0.2,2.0
2020-04-17,-0.2,1.2,5.0
2020-04-18,1.1,0.0,0.0
2020-04-19,1.4,0.6,4.0
2020-04-20,2.1,2.2,8.0
2020-04-21,2.0,1.1,5.0
2020-04-22,3.0,0.1,1.0
2020-04-23,4.6,0.0,0.0
2020-04-24,4.7,0.0,0.0
2020-04-25,3.8,0.7,2.0
2020-04-26,5.5,0.0,0.0
2020-04-27,5.3,0.0,0.0
2020-04-28,5.2,10.9,10.0
2020-04-29,4.5,22.8,15.0
2020-04-30,2.9,2.6,5.0
2020-05-01,5.2,8.9,11.0
2020-05-02,4.0,0.0,0.0
2020-05-03,1.4,3.3,7.0
2020-05-04,5.3,0.0,0.0
2020-05-05,2.1,11.1,17.0
2020-05-06,1.7,2.6,10.0
2020-05-07,4.3,0.5,2.0
2020-05-08,4.3,6.1,9.0
2020-05-09,3.2,5.2,10.0
2020-05-10,2.6,0.6,5.0
2020-05-11,5.4,0.0,0.0
2020-05-12,5.0,0.2,2.0
2020-05-13,5.4,1.1,4.0
2020-05-14,2.7,21.1,13.0
2020-05-15,2.6,1.1,4.0
2020-05-16,2.0,10.0,16.0
2020-05-17,2.3,1.2,5.0
2020-05-18,2.4,17.9,19.0
2020-05-19,1.8,0.1,1.0
2020-05-20,1.8,0.5,3.0
2020-05-21,3.1,2.5,5.0
2020-05-22,4.0,0.0,0.0
2020-05-23,5.2,0.0,0.0
2020-05-24,7.6,0.0,0.0
2020-05-25,6.2,0.0,0.0
2020-05-26,7.4,0.0,0.0
2020-05-27,9.4,0.4,1.0
2020-05-28,6.8,7.2,9.0
2020-05-29,5.5,13.9,18.0
2020-05-30,5.1,1.6,6.0
2020-05-31,6.8,3.9,5.0
2020-06-01,7.3,2.4,7.0
2020-06-02,6.8,8.8,11.0
2020-06-03,7.3,6.2,8.0
2020-06-04,7.7,6.7,16.0
2020-06-05,6.8,29.5,23.0
2020-06-06,6.1,14.8,11.0
2020-06-07,7.4,11.2,15.0
2020-06-08,3.9,11.7,15.0
2020-06-09,5.8,5.1,10.0
2020-06-10,4.1,6.5,18.0
2020-06-11,4.5,2.6,15.0
2020-06-12,5.0,4.7,4.0
2020-06-13,6.6,1.7,2.0
2020-06-14,9.0,0.2,1.0
2020-06-15,6.9,4.9,6.0
2020-06-16,7.6,7.5,12.0
2020-06-17,5.0,7.9,12.0
2020-06-18,4.1,4.2,17.0
2020-06-19,7.4,1.6,7.0
2020-06-20,6.5,2.3,7.0
2020-06-21,9.0,0.0,0.0
2020-06-22,12.0,1.0,6.0
2020-06-23,8.2,6.3,17.0
2020-06-24,6.0,5.8,9.0
2020-06-25,9.5,2.7,6.0
2020-06-26,7.2,5.4,16.0
2020-06-27,2.9,31.1,22.0
2020-06-28,-0.1,0.4,3.0
2020-06-29,7.3,0.0,0.0
2020-06-30,8.4,7.4,17.0
2020-07-01,8.2,2.3,7.0
2020-07-02,8.1,7.1,14.0
2020-07-03,8.7,0.1,1.0
2020-07-04,8.4,0.9,3.0
2020-07-05,7.2,5.1,10.0
2020-07-06,5.7,3.0,7.0
2020-07-07,10.5,0.0,0.0
2020-07-08,11.9,4.8,9.0
2020-07-09,8.3,11.4,18.0
2020-07-10,8.3,21.3,22.0
2020-07-11,8.0,1.8,7.0
2020-07-12,10.2,0.5,3.0
2020-07-13,10.0,7.1,15.0
2020-07-14,9.4,9.5,13.0
2020-07-15,9.9,2.3,7.0
2020-07-16,10.0,2.3,5.0
2020-07-17,11.2,2.7,7.0
2020-07-18,9.8,14.4,19.0
2020-07-19,9.8,3.5,12.0
2020-07-20,8.8,10.2,20.0
2020-07-21,7.2,14.4,14.0
2020-07-22,9.3,0.5,3.0
2020-07-23,11.5,0.0,0.0
2020-07-24,10.4,0.6,4.0
2020-07-25,12.3,0.9,5.0
2020-07-26,11.7,14.6,20.0
2020-07-27,8.9,6.1,10.0
2020-07-28,9.5,8.5,16.0
2020-07-29,8.4,9.3,10.0
2020-07-30,12.7,0.0,0.0
2020-07-31,10.3,5.7,9.0
2020-08-01,10.6,8.4,16.0
2020-08-02,8.6,9.4,20.0
2020-08-03,9.6,0.6,5.0
2020-08-04,10.6,2.0,7.0
2020-08-05,10.2,0.6,6.0
2020-08-06,13.0,0.0,0.0
2020-08-07,12.4,0.9,5.0
2020-08-08,12.9,2.4,8.0
2020-08-09,8.9,13.4,17.0
2020-08-10,10.2,6.7,17.0
2020-08-11,10.0,7.4,13.0
2020-08-12,10.1,1.1,6.0
2020-08-13,8.8,2.6,7.0
2020-08-14,8.9,1.2,7.0
2020-08-15,10.3,0.6,4.0
2020-08-16,11.8,2.6,7.0
2020-08-17,11.7,13.3,17.0
2020-08-18,8.2,16.6,18.0
2020-08-19,8.5,1.2,6.0
2020-08-20,7.3,8.0,15.0
2020-08-21,7.5,0.6,5.0
2020-08-22,10.8,0.0,0.0
2020-08-23,11.6,0.0,0.0
2020-08-24,13.5,0.0,0.0
2020-08-25,10.9,2.1,3.0
2020-08-26,8.2,19.4,22.0
2020-08-27,4.3,2.4,8.0
2020-08-28,7.6,0.0,0.0
2020-08-29,9.0,4.2,13.0
2020-08-30,8.0,0.5,5.0
2020-08-31,8.7,13.1,13.0
2020-09-01,8.1,0.2,2.0
2020-09-02,10.4,13.9,17.0
2020-09-03,5.4,6.9,16.0
2020-09-04,6.5,0.0,0.0
2020-09-05,8.6,1.1,5.0
2020-09-06,6.6,4.0,12.0
2020-09-07,6.2,0.8,4.0
2020-09-08,8.0,0.7,3.0
2020-09-09,7.9,0.0,0.0
2020-09-10,6.6,0.4,3.0
2020-09-11,7.3,1.4,6.0
2020-09-12,5.8,1.5,6.0
2020-09-13,7.2,0.0,0.0
2020-09-14,6.7,1.2,6.0
2020-09-15,4.7,0.3,2.0
2020-09-16,7.3,1.0,3.0
2020-09-17,4.9,5.3,13.0
2020-09-18,2.2,10.9,16.0
2020-09-19,-1.0,3.6,9.0
2020-09-20,3.3,0.0,0.0
2020-09-21,5.4,0.0,0.0
2020-09-22,4.2,0.6,4.0
2020-09-23,3.6,0.7,5.0
2020-09-24,4.4,0.0,0.0
2020-09-25,4.7,0.0,0.0
2020-09-26,4.1,0.6,2.0
2020-09-27,2.4,2.0,7.0
2020-09-28,2.6,0.2,2.0
2020-09-29,1.9,0.0,0.0
2020-09-30,-0.2,4.0,13.0
2020-10-01,0.8,1.0,7.0
2020-10-02,-0.1,4.2,15.0
2020-10-03,-0.5,2.8,7.0
2020-10-04,0.5,0.5,3.0
2020-10-05,0.9,0.8,5.0
2020-10-06,-2.5,4.8,18.0
2020-10-07,-1.0,3.4,10.0
2020-10-08,-1.2,14.0,24.0
2020-10-09,-3.6,7.5,23.0
2020-10-10,-2.4,4.5,19.0
2020-10-11,-2.0,0.2,1.0
2020-10-12,-6.4,0.0,0.0
2020-10-13,-4.0,0.0,0.0
2020-10-14,-4.4,0.0,0.0
2020-10-15,-4.0,0.0,0.0
2020-10-16,-3.7,0.0,0.0
2020-10-17,-1.9,0.0,0.0
2020-10-18,-3.4,0.0,0.0
2020-10-19,-2.4,0.0,0.0
2020-10-20,-4.1,0.0,0.0
2020-10-21,-1.0,0.0,0.0
2020-10-22,-1.5,0.9,9.0
2020-10-23,-5.0,10.5,15.0
2020-10-24,-5.7,0.0,0.0
2020-10-25,-7.0,0.0,0.0
2020-10-26,-4.3,0.0,0.0
2020-10-27,0.2,1.4,5.0
2020-10-28,-5.6,9.4,21.0
2020-10-29,-12.5,0.0,0.0
2020-10-30,-11.0,0.0,0.0
2020-10-31,-8.5,0.0,0.0
2020-11-01,-4.2,0.0,0.0
2020-11-02,-2.6,0.0,0.0
2020-11-03,-3.4,0.0,0.0
2020-11-04,-9.2,0.0,0.0
2020-11-05,-8.9,0.0,0.0
2020-11-06,-6.6,0.0,0.0
2020-11-07,-3.7,0.0,0.0
2020-11-08,-0.1,1.4,3.0
2020-11-09,-5.2,4.5,12.0
2020-11-10,-4.5,0.0,0.0
2020-11-11,-1.0,0.3,1.0
2020-11-12,-3.3,10.7,19.0
2020-11-13,-4.9,3.3,16.0
2020-11-14,-8.9,3.7,23.0
2020-11-15,-11.4,0.0,0.0
2020-11-16,-11.7,0.0,0.0
2020-11-17,-10.0,0.5,5.0
2020-11-18,-11.8,3.2,22.0
2020-11-19,-17.7,0.4,4.0
2020-11-20,-14.5,0.0,0.0
2020-11-21,-14.5,0.0,0.0
2020-11-22,-14.1,2.6,16.0
2020-11-23,-13.6,0.0,0.0
2020-11-24,-11.8,0.0,0.0
2020-11-25,-11.2,2.2,6.0
2020-11-26,-7.8,0.7,7.0
2020-11-27,-4.5,2.7,3.0
2020-11-28,-10.9,8.3,9.0
2020-11-29,-8.4,0.0,0.0
2020-11-30,-9.4,0.8,3.0
2020-12-01,-5.7,5.2,19.0
2020-12-02,-3.6,5.0,18.0
2020-12-03,-4.8,13.1,24.0
2020-12-04,-8.6,13.3,24.0
2020-12-05,-12.5,0.8,5.0
2020-12-06,-12.3,0.0,0.0
2020-12-07,-12.1,2.2,10.0
2020-12-08,-12.0,0.0,0.0
2020-12-09,-10.6,0.0,0.0
2020-12-10,-11.4,0.0,0.0
2020-12-11,-11.6,0.0,0.0
2020-12-12,-13.2,0.0,0.0
2020-12-13,-15.1,0.0,0.0
2020-12-14,-16.5,0.0,0.0
2020-12-15,-15.7,0.0,0.0
2020-12-16,-16.5,0.0,0.0
2020-12-17,-16.8,0.0,0.0
2020-12-18,-19.1,0.0,0.0
2020-12-19,-11.7,2.2,6.0
2020-12-20,-9.1,6.4,24.0
2020-12-21,-12.9,0.1,1.0
2020-12-22,-12.4,0.0,0.0
2020-12-23,-11.9,0.0,0.0
2020-12-24,-12.0,0.0,0.0
2020-12-25,-9.9,0.2,2.0
2020-12-26,-10.6,1.4,12.0
2020-12-27,-14.9,0.8,5.0
2020-12-28,-14.4,0.0,0.0
2020-12-29,-15.8,0.0,0.0
2020-12-30,-12.8,0.0,0.0
2020-12-31,-12.0,0.0,0.0
2021-01-01,-13.3,0.0,0.0
2021-01-02,-10.0,0.0,0.0
2021-01-03,-12.0,0.0,0.0
2021-01-04,-15.1,0.0,0.0
2021-01-05,-11.0,0.0,0.0
2021-01-06,-12.3,0.9,6.0
2021-01-07,-15.3,1.8,17.0
2021-01-08,-17.3,0.0,0.0
2021-01-09,-18.4,0.0,0.0
2021-01-10,-17.8,0.0,0.0
2021-01-11,-13.0,0.0,0.0
2021-01-12,-7.4,1.0,5.0
2021-01-13,-8.3,11.9,24.0
2021-01-14,-8.3,0.1,1.0
2021-01-15,-8.1,0.0,0.0
2021-01-16,-10.5,0.0,0.0
2021-01-17,-9.6,0.0,0.0
2021-01-18,-6.2,0.4,3.0
2021-01-19,-7.8,9.8,15.0
2021-01-20,-11.0,0.0,0.0
2021-01-21,-8.4,4.9,3.0
2021-01-22,-18.2,7.9,19.0
2021-01-23,-17.1,6.7,16.0
2021-01-24,-16.0,0.6,4.0
2021-01-25,-11.4,0.0,0.0
2021-01-26,-14.4,0.0,0.0
2021-01-27,-16.6,0.0,0.0
2021-01-28,-15.9,0.0,0.0
2021-01-29,-15.0,0.0,0.0
2021-01-30,-13.9,0.0,0.0
2021-01-31,-8.7,0.0,0.0
2021-02-01,-9.9,0.0,0.0
2021-02-02,-10.5,0.0,0.0
2021-02-03,-12.7,0.0,0.0
2021-02-04,-11.3,0.0,0.0
2021-02-05,-8.1,0.0,0.0
2021-02-06,-5.4,1.4,8.0
2021-02-07,-3.7,4.0,12.0
2021-02-08,-3.7,33.7,23.0
2021-02-09,-5.0,3.2,19.0
2021-02-10,-3.5,17.0,24.0
2021-02-11,-6.6,3.7,12.0
2021-02-12,-5.0,0.0,0.0
2021-02-13,-6.1,9.7,14.0
2021-02-14,-6.7,0.3,3.0
2021-02-15,-9.4,0.0,0.0
2021-02-16,-7.9,0.0,0.0
2021-02-17,-7.1,0.0,0.0
2021-02-18,-7.2,0.0,0.0
2021-02-19,-3.1,1.4,9.0
2021-02-20,-4.9,5.0,17.0
2021-02-21,-5.8,8.8,23.0
2021-02-22,-7.0,1.6,11.0
2021-02-23,-7.7,1.4,5.0
2021-02-24,-11.8,7.7,16.0
2021-02-25,-19.9,2.2,14.0
2021-02-26,-15.2,0.0,0.0
2021-02-27,-15.7,0.8,8.0
2021-02-28,-10.6,0.0,0.0
2021-03-01,-7.3,0.0,0.0
2021-03-02,-6.5,6.7,16.0
2021-03-03,-7.4,9.9,18.0
2021-03-04,-5.8,33.5,21.0
2021-03-05,-8.6,0.2,1.0
2021-03-06,-3.0,2.1,12.0
2021-03-07,-6.6,2.4,9.0
2021-03-08,-5.6,0.5,4.0
2021-03-09,-3.7,1.4,6.0
2021-03-10,-4.0,7.1,18.0
2021-03-11,-7.9,4.8,7.0
2021-03-12,-2.0,0.0,0.0
2021-03-13,-0.2,1.9,4.0
2021-03-14,-8.4,2.3,15.0
2021-03-15,-7.2,1.9,10.0
2021-03-16,-7.0,3.8,9.0
2021-03-17,-8.5,8.6,17.0
2021-03-18,-7.0,0.0,0.0
2021-03-19,-4.2,0.3,2.0
2021-03-20,-3.1,0.0,0.0
2021-03-21,-7.3,1.3,6.0
2021-03-22,-1.8,0.0,0.0
2021-03-23,-2.6,1.8,7.0
2021-03-24,-1.3,0.1,1.0
2021-03-25,1.1,5.6,11.0
2021-03-26,-0.5,16.0,21.0
2021-03-27,0.8,18.9,21.0
2021-03-28,-2.3,31.0,24.0
2021-03-29,-6.6,11.8,24.0
2021-03-30,-9.7,3.9,9.0
2021-03-31,-7.8,17.2,20.0
2021-04-01,-12.0,7.9,9.0
2021-04-02,-11.2,0.0,0.0
2021-04-03,-5.1,0.6,2.0
2021-04-04,-3.2,15.0,22.0
2021-04-05,-5.8,0.0,0.0
2021-04-06,-3.1,1.1,7.0
2021-04-07,-5.4,4.8,9.0
2021-04-08,-4.4,0.3,3.0
2021-04-09,-4.3,0.0,0.0
2021-04-10,-0.2,0.3,3.0
2021-04-11,-1.7,0.0,0.0
2021-04-12,0.2,1.1,3.0
2021-04-13,-0.5,4.4,9.0
2021-04-14,2.7,0.0,0.0
2021-04-15,2.5,0.8,4.0
2021-04-16,0.9,1.2,4.0
2021-04-17,1.5,1.3,7.0
2021-04-18,-0.7,11.8,18.0
2021-04-19,1.6,0.0,0.0
2021-04-20,-1.1,21.2,16.0
2021-04-21,-3.8,32.8,18.0
2021-04-22,-4.9,0.4,3.0
2021-04-23,-2.8,0.0,0.0
2021-04-24,0.8,0.0,0.0
2021-04-25,2.5,0.2,2.0
2021-04-26,2.3,0.0,0.0
2021-04-27,3.7,0.0,0.0
2021-04-28,4.6,0.0,0.0
2021-04-29,5.7,0.0,0.0
2021-04-30,5.9,8.0,12.0
2021-05-01,4.2,12.3,16.0
2021-05-02,5.3,0.1,1.0
2021-05-03,6.0,0.0,0.0
2021-05-04,5.0,0.0,0.0
2021-05-05,5.2,0.0,0.0
2021-05-06,4.9,0.5,5.0
2021-05-07,4.1,0.4,3.0
2021-05-08,4.0,1.3,6.0
2021-05-09,4.6,0.4,4.0
2021-05-10,4.9,14.0,13.0
2021-05-11,1.9,16.8,18.0
2021-05-12,1.9,1.8,7.0
2021-05-13,2.4,2.1,7.0
2021-05-14,1.1,13.1,13.0
2021-05-15,3.1,1.3,5.0
2021-05-16,2.7,0.2,2.0
2021-05-17,3.7,0.0,0.0
2021-05-18,4.7,2.0,8.0
2021-05-19,3.1,4.4,15.0
2021-05-20,3.1,6.8,21.0
2021-05-21,2.1,1.6,6.0
2021-05-22,5.0,0.2,2.0
2021-05-23,4.8,0.1,1.0
2021-05-24,4.6,0.0,0.0
2021-05-25,5.2,0.0,0.0
2021-05-26,4.1,0.5,2.0
2021-05-27,4.4,1.6,7.0
2021-05-28,6.9,0.0,0.0
2021-05-29,7.1,3.2,8.0
2021-05-30,5.6,4.7,17.0
2021-05-31,7.0,2.7,6.0
2021-06-01,6.7,2.7,7.0
2021-06-02,7.3,2.1,7.0
2021-06-03,8.2,6.6,13.0
2021-06-04,9.0,1.1,4.0
2021-06-05,9.7,0.5,2.0
2021-06-06,9.2,4.2,14.0
2021-06-07,10.3,9.3,15.0
2021-06-08,6.7,15.9,15.0
2021-06-09,7.4,20.1,22.0
2021-06-10,6.5,2.8,14.0
2021-06-11,6.9,5.9,13.0
2021-06-12,6.0,15.1,23.0
2021-06-13,4.9,19.3,22.0
2021-06-14,4.9,4.0,13.0
2021-06-15,4.2,5.2,9.0
2021-06-16,4.9,3.0,14.0
2021-06-17,5.6,3.2,7.0
2021-06-18,6.2,1.9,10.0
2021-06-19,7.0,9.8,15.0
2021-06-20,6.9,5.0,9.0
2021-06-21,8.2,0.4,3.0
2021-06-22,8.2,1.4,8.0
2021-06-23,8.3,0.0,0.0
2021-06-24,8.9,1.3,5.0
2021-06-25,7.8,6.6,19.0
2021-06-26,9.0,0.1,1.0
2021-06-27,10.5,0.0,0.0
2021-06-28,10.1,0.2,1.0
2021-06-29,10.4,3.0,3.0
2021-06-30,10.2,3.8,2.0
2021-07-01,9.2,5.5,8.0
2021-07-02,8.9,8.2,12.0
2021-07-03,11.2,0.1,1.0
2021-07-04,11.9,0.5,2.0
2021-07-05,11.5,0.7,2.0
2021-07-06,11.0,3.5,5.0
2021-07-07,11.1,6.3,5.0
2021-07-08,13.8,0.5,4.0
2021-07-09,15.7,0.5,2.0
2021-07-10,11.2,8.3,12.0
2021-07-11,10.3,16.2,18.0
2021-07-12,8.8,13.8,17.0
2021-07-13,8.3,4.8,16.0
2021-07-14,9.4,2.9,7.0
2021-07-15,10.7,1.5,5.0
2021-07-16,8.7,9.6,19.0
2021-07-17,9.8,10.3,14.0
2021-07-18,9.4,11.9,12.0
2021-07-19,10.3,0.4,4.0
2021-07-20,9.0,10.4,9.0
2021-07-21,8.0,10.0,12.0
2021-07-22,10.0,0.2,2.0
2021-07-23,11.9,0.0,0.0
2021-07-24,13.8,0.1,1.0
2021-07-25,15.0,0.0,0.0
2021-07-26,15.5,0.0,0.0
2021-07-27,15.2,0.2,2.0
2021-07-28,13.9,1.3,6.0
2021-07-29,13.1,0.1,1.0
2021-07-30,11.1,0.2,2.0
2021-07-31,12.3,0.0,0.0
2021-08-01,11.0,7.8,20.0
2021-08-02,8.7,6.1,8.0
2021-08-03,10.7,1.9,4.0
2021-08-04,10.5,0.5,2.0
2021-08-05,9.1,6.0,8.0
2021-08-06,8.8,7.8,11.0
2021-08-07,10.0,2.4,6.0
2021-08-08,10.8,0.4,3.0
2021-08-09,11.6,0.2,2.0
2021-08-10,11.1,0.0,0.0
2021-08-11,12.8,0.3,1.0
2021-08-12,11.3,0.8,5.0
2021-08-13,8.7,10.9,16.0
2021-08-14,6.2,4.7,17.0
2021-08-15,4.8,6.3,17.0
2021-08-16,6.8,0.1,1.0
2021-08-17,8.7,0.0,0.0
2021-08-18,10.2,0.0,0.0
2021-08-19,11.1,3.4,8.0
2021-08-20,9.1,0.7,1.0
2021-08-21,11.7,0.6,4.0
2021-08-22,11.3,0.6,4.0
2021-08-23,11.2,1.4,6.0
2021-08-24,9.5,3.1,9.0
2021-08-25,9.1,1.1,6.0
2021-08-26,10.3,0.6,5.0
2021-08-27,8.4,2.5,10.0
2021-08-28,7.9,3.4,11.0
2021-08-29,7.4,2.7,9.0
2021-08-30,7.7,0.8,8.0
2021-08-31,8.1,6.1,14.0
2021-09-01,5.9,0.5,5.0
2021-09-02,8.4,0.8,4.0
2021-09-03,9.4,0.3,3.0
2021-09-04,9.3,0.0,0.0
2021-09-05,11.5,0.0,0.0
2021-09-06,11.2,0.0,0.0
2021-09-07,12.5,0.1,1.0
2021-09-08,10.6,0.0,0.0
2021-09-09,9.4,0.0,0.0
2021-09-10,6.8,4.1,12.0
2021-09-11,7.2,2.9,15.0
2021-09-12,4.7,3.8,6.0
2021-09-13,7.2,0.0,0.0
2021-09-14,9.1,1.0,2.0
2021-09-15,9.1,0.0,0.0
2021-09-16,7.2,1.1,3.0
2021-09-17,8.8,0.0,0.0
2021-09-18,11.0,0.0,0.0
2021-09-19,9.1,0.0,0.0
2021-09-20,8.2,0.0,0.0
2021-09-21,7.1,0.0,0.0
2021-09-22,6.2,0.5,2.0
2021-09-23,7.5,0.0,0.0
2021-09-24,6.7,0.0,0.0
2021-09-25,8.6,0.0,0.0
2021-09-26,9.6,0.0,0.0
2021-09-27,6.4,0.0,0.0
2021-09-28,8.2,0.0,0.0
2021-09-29,7.3,0.0,0.0
2021-09-30,7.4,3.0,9.0
2021-10-01,3.8,9.8,21.0
2021-10-02,-0.6,20.8,24.0
2021-10-03,-0.5,15.4,18.0
2021-10-04,-5.2,0.0,0.0
2021-10-05,-0.1,13.4,13.0
2021-10-06,-1.1,20.8,22.0
2021-10-07,-0.4,7.7,15.0
2021-10-08,0.7,0.0,0.0
2021-10-09,-3.2,0.0,0.0
2021-10-10,-5.2,4.0,19.0
2021-10-11,-5.1,0.0,0.0
2021-10-12,-6.8,0.0,0.0
2021-10-13,-2.8,0.0,0.0
2021-10-14,-5.0,0.0,0.0
2021-10-15,-3.7,0.0,0.0
2021-10-16,-2.7,0.0,0.0
2021-10-17,1.0,0.0,0.0
2021-10-18,2.4,0.0,0.0
2021-10-19,0.8,0.0,0.0
2021-10-20,1.3,1.5,7.0
2021-10-21,-0.7,15.3,20.0
2021-10-22,-8.0,3.0,12.0
2021-10-23,-9.4,0.0,0.0
2021-10-24,-5.7,0.0,0.0
2021-10-25,-6.4,0.0,0.0
2021-10-26,-3.4,0.0,0.0
2021-10-27,-1.9,0.0,0.0
2021-10-28,-2.6,1.4,10.0
2021-10-29,-5.7,4.7,11.0
2021-10-30,-5.1,0.1,1.0
2021-10-31,-6.9,2.8,10.0
2021-11-01,-9.1,0.0,0.0
2021-11-02,-4.8,0.0,0.0
2021-11-03,-4.4,33.1,16.0
2021-11-04,-7.6,25.4,19.0
2021-11-05,-10.7,0.0,0.0
2021-11-06,-13.4,0.0,0.0
2021-11-07,-12.6,0.0,0.0
2021-11-08,-6.1,0.0,0.0
2021-11-09,-5.2,2.6,8.0
2021-11-10,-4.2,0.0,0.0
2021-11-11,-5.9,0.0,0.0
2021-11-12,-8.0,0.0,0.0
2021-11-13,-6.3,0.0,0.0
2021-11-14,-6.8,22.1,14.0
2021-11-15,-11.1,3.2,5.0
2021-11-16,-7.6,0.0,0.0
2021-11-17,-12.3,10.6,17.0
2021-11-18,-9.8,1.2,5.0
2021-11-19,-15.3,0.0,0.0
2021-11-20,-12.9,0.0,0.0
2021-11-21,-7.7,0.0,0.0
2021-11-22,-9.3,0.0,0.0
2021-11-23,-9.5,0.0,0.0
2021-11-24,-6.9,0.0,0.0
2021-11-25,-4.7,10.6,8.0
2021-11-26,-7.8,30.9,17.0
2021-11-27,-11.0,0.0,0.0
2021-11-28,-11.2,0.0,0.0
2021-11-29,-11.9,0.0,0.0
2021-11-30,-9.8,0.0,0.0
2021-12-01,-10.8,0.0,0.0
2021-12-02,-9.2,0.0,0.0
2021-12-03,-4.8,0.0,0.0
2021-12-04,-8.2,0.0,0.0
2021-12-05,-6.4,0.1,1.0
2021-12-06,-9.3,0.0,0.0
2021-12-07,-7.5,3.3,17.0
2021-12-08,-10.8,3.6,10.0
2021-12-09,-11.6,0.0,0.0
2021-12-10,-11.4,0.0,0.0
2021-12-11,-8.6,0.0,0.0
2021-12-12,-11.2,0.0,0.0
2021-12-13,-11.2,0.9,8.0
2021-12-14,-14.1,0.3,3.0
2021-12-15,-16.9,0.0,0.0
2021-12-16,-16.1,0.0,0.0
2021-12-17,-16.3,0.0,0.0
2021-12-18,-11.8,0.0,0.0
2021-12-19,-6.4,1.1,5.0
2021-12-20,-12.1,0.9,3.0
2021-12-21,-9.8,0.0,0.0
2021-12-22,-8.3,1.2,5.0
2021-12-23,-9.6,0.8,8.0
2021-12-24,-10.8,0.0,0.0
2021-12-25,-10.8,1.0,4.0
2021-12-26,-11.9,0.6,4.0
2021-12-27,-14.1,0.9,9.0
2021-12-28,-15.9,0.0,0.0
2021-12-29,-15.8,0.0,0.0
2021-12-30,-11.8,0.0,0.0
2021-12-31,-11.2,0.4,4.0
2022-01-01,-8.9,4.3,15.0
2022-01-02,-9.5,0.5,1.0
2022-01-03,-6.3,1.5,11.0
2022-01-04,-8.3,3.2,15.0
2022-01-05,-8.6,0.1,1.0
2022-01-06,-7.7,0.0,0.0
2022-01-07,-12.6,0.0,0.0
2022-01-08,-10.3,0.0,0.0
2022-01-09,-12.6,0.0,0.0
2022-01-10,-10.5,0.0,0.0
2022-01-11,-12.4,0.0,0.0
2022-01-12,-11.2,0.0,0.0
2022-01-13,-11.0,1.8,14.0
2022-01-14,-10.3,0.0,0.0
2022-01-15,-7.2,0.0,0.0
2022-01-16,-6.9,0.0,0.0
2022-01-17,-5.9,0.9,8.0
2022-01-18,-6.0,1.2,7.0
2022-01-19,-9.0,2.7,16.0
2022-01-20,-12.4,0.0,0.0
2022-01-21,-9.7,0.0,0.0
2022-01-22,-12.4,0.0,0.0
2022-01-23,-14.1,0.4,4.0
2022-01-24,-13.2,0.0,0.0
2022-01-25,-11.7,2.0,11.0
2022-01-26,-15.7,0.6,5.0
2022-01-27,-15.9,0.0,0.0
2022-01-28,-8.6,2.8,8.0
2022-01-29,-14.0,2.5,5.0
2022-01-30,-10.6,0.0,0.0
2022-01-31,-10.1,0.0,0.0
2022-02-01,-13.6,0.0,0.0
2022-02-02,-10.7,9.4,17.0
2022-02-03,-15.2,2.9,9.0
2022-02-04,-16.3,0.0,0.0
2022-02-05,-12.6,0.0,0.0
2022-02-06,-10.0,7.2,21.0
2022-02-07,-11.4,0.0,0.0
2022-02-08,-10.3,0.6,6.0
2022-02-09,-11.6,5.6,16.0
2022-02-10,-10.6,0.2,2.0
2022-02-11,-7.1,3.9,14.0
2022-02-12,-7.6,24.9,24.0
2022-02-13,-10.1,3.0,9.0
2022-02-14,-9.8,23.2,24.0
